BARNACLES,66,30.5,8.5,15.5,25.5,7.5,8,10,40,45,30,60,8,20,65,25,55,15,70,65.5,85.5,76,56,81,26,15.5,15.5,5.5,16,30.5,15.5,11,81,10.5,30,41
MYTILUS,0.5,0,0,0,20,3,0.5,1,35,1,0.5,0.5,2,30,2,0.5,1,35,2,5,1,5,30,1,3,1,20,1,0.5,15,0,0.5,5,2,35,0.5
NUCELLA,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUCCINUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARNACLES SPAT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0
PAGURUS,0,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0
LEPTASTERIAS,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIPHONARIA,0,2,1,2,0,0,0,1,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMPLECTONEMA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
AMPHIPORUS,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ONCHIDELLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARANEMERTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0
SPIRORBIDAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KATHRINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANTHOPL ARTEMESIA,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0
