Pagurus,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,7,1,0,,,,,,,,,,,,,,,,,,
Leptasterias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siphonaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emplectonema,3,1,0,1,0,2,2,0,0,0,0,0,,,,,,,1,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0
Amphiporus,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
Onchidella,0,0,1,0,6,0,0,0,0,0,1,12,,,,,,,0,1,0,3,0,0,,,,,,,,,,,,
Paranemertes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirorbidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katharina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antho artemesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idotea,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callithamnion,,,,,,,0,0,0.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
