Barnacle spat,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
Pagurus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Leptasterias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siphonaria,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,3,1,0,0,2,0,0,1,0,1,0
Emplectonema,0,0,0,0,0,0,1,2,2,8,1,3,4,1,1,3,3,0,1,0,0,0,0,1,0,0,0,0,0,1,,,,,,
Amphiporus,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Onchidella,0,0,0,0,0,0,2,31,5,1,16,46,5,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,
Paranemertes,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Spirorbidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katharina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antho artemesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porphyra,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,0,0,2,0,1
unident polychaete,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
margarites,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callithamnion,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
