L scutulata,6,0,1,3,2,0,2,2,4,31,4,5,2,11,9,11,54,7,40,15,8,7,4,2,2,2,7,6,8,5,0,3,1,1,7,4,,,,,,,,,,,,,,,,,,,,
Lottids,36,6,26,13,62,111,49,44,129,73,88,97,74,46,73,47,119,26,126,101,96,91,37,83,56,25,47,16,28,19,26,10,10,49,86,33,,,,,,,,,,,,,,,,,,,,
Barnacles,20,0.5,5,4,18,14,6,7,35,60,50,20,12,8,30,6,52,8,35,20,18,18,15,10,6,15,6,10,18,35,16,30,50,7,8,15,,,,,,,,,,,,,,,,,,,,
Mytilus,0.5,0,0.5,1,1,26,0.5,8,10,8,10,12,15,10,10,2,8,12,6,10,18,18,15,18,8,6,10,0.5,4,1,1,0.5,1,1,12,7,,,,,,,,,,,,,,,,,,,,
Nucella,,,,,,,0,0,0,0,0,1,5,4,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnacle spat,12,0.5,0.5,0.5,4,0.5,0.5,0.5,0.5,15,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0,0.5,0,,,,,,,,,,,,,,,,,,,,
Pagurus,0,50,1,110,0,0,,,,,,,12,5,0,0,0,1,,,,,,,2,0,0,0,0,0,12,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,
Leptasterias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siphonaria,3,0,4,8,1,3,2,3,3,0,1,1,5,0,1,0,0,2,0,0,2,1,3,2,1,5,1,0,0,0,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
Emplectonema,,,,,,,0,0,1,0,1,0,0,0,0,0,1,0,2,4,2,1,1,0,0,1,0,0,0,1,0,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Amphiporous,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Onchidella,3,3,1,1,0,0,0,0,0,0,0,1,,,,,,,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paranemertes,0,0,0,0,1,0,0,0,0,1,1,0,2,0,1,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirorbidae,0,0,0.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katharina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antho artemesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
