Leptasterias,,,,,,,,,,1,,1,,,,,,3,,,,,,,,,,,,,,,,,,
Siphonaria,,,,,1,,,1,2,,,1,,,,1,,1,,2,,,,,1,1,2,,,,,2,,,,
Emplectonema,7,2,3,1,3,7,3,1,1,,,,1,,,,,1,1,1,1,1,,1,,,,,,1,1,1,1,3,,3
Amphiporus,,,,,1,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,
Onchidella,,,,,,1,4,,1,,,,,,,2,,1,,,,1,,,,,,,,,,,,,,
Paranemertes,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirorbidae,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
Katharina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antho artemesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORPHYRA,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIACTIS,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
CRUSTOSE CORALLINE,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
PALMARIA,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
CALLITHAMNION,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,
