Pagurus,2,0,0,18,0,0,0,3,0,11,10,,0,6,0,6,10,15,2,0,0,3,0,0,,,,,,,,,,,,
Leptasterias,,,,,,,0,3,0,2,1,0,,,,,,,1,0,3,1,0,1,,,,,,,,,,,,
Siphonaria,,,,,,,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
Emplectonema,1,0,0,1,0,0,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1
Amphiporus,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0
Onchidella,10,3,5,2,2,5,2,0,1,0,0,3,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
Paranemertes,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirorbidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katharina,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
Antho artemesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porphyra,0,0,0,0,0.5,0.5,0,0,0,0,0,0.5,0,0,1,0,0,0,1,0,0,0.5,2,0,,,,,,,,,,,,0.5
Acrosiphonia,,,,,,,,,,,,,,,,,,,0,2,0,1,0,1,,,,,,,,,,,,
